Date,NJ Municipality,Number of Cases
march-29-2020,atlantic highlands,2
march-29-2020,belmar,2
march-29-2020,bradley beach,2
march-29-2020,brielle,4
march-29-2020,colts neck township,8
march-29-2020,eatontown,13
march-29-2020,englishtown,5
march-29-2020,fair haven,10
march-29-2020,farmingdale,1
march-29-2020,freehold township,28
march-29-2020,hazlet,17
march-29-2020,holmdel township,8
march-29-2020,howell township,14
march-29-2020,keansburg,2
march-29-2020,keyport,1
march-29-2020,lake como,1
march-29-2020,little silver,12
march-29-2020,long branch,7
march-29-2020,manalapan township,27
march-29-2020,manasquan,3
march-29-2020,marlboro township,29
march-29-2020,matawan,3
march-29-2020,middletown township,22
march-29-2020,millstone,2
march-29-2020,monmouth beach,2
march-29-2020,neptune township,1
march-29-2020,ocean township,4
march-29-2020,oceanport,4
march-29-2020,red bank,5
march-29-2020,rumson,5
march-29-2020,sea bright,1
march-29-2020,sea girt,3
march-29-2020,shrewsbury,1
march-29-2020,spring lake heights,1
march-29-2020,tinton falls,6
march-29-2020,union beach,1
march-29-2020,wall township,4
march-29-2020,upper freehold township,5
march-29-2020,west long branch,4
march-29-2020,boonton township,7
march-29-2020,butler,3
march-29-2020,chatham township,7
march-29-2020,chester township,11
march-29-2020,denville township,11
march-29-2020,dover,22
march-29-2020,east hanover township,17
march-29-2020,florham park,15
march-29-2020,hanover township,6
march-29-2020,harding township,5
march-29-2020,kinnelon,9
march-29-2020,lincoln park,9
march-29-2020,long hill township,4
march-29-2020,madison,16
march-29-2020,mendham township,8
march-29-2020,mine hill township,3
march-29-2020,montville,18
march-29-2020,morris plains,6
march-29-2020,morris township,23
march-29-2020,morristown,29
march-29-2020,mount arlington,1
march-29-2020,mount olive township,14
march-29-2020,netcong,1
march-29-2020,parsippany-troy hills,22
march-29-2020,pequannock township,15
march-29-2020,randolph,21
march-29-2020,riverdale,4
march-29-2020,rockaway,5
march-29-2020,rockaway township,7
march-29-2020,wharton,5
march-29-2020,barnegat township,20
march-29-2020,barnegat light,2
march-29-2020,bay head,1
march-29-2020,beach haven,1
march-29-2020,beachwood,4
march-29-2020,berkeley township,72
march-29-2020,brick township,46
march-29-2020,island heights,1
march-29-2020,jackson township,64
march-29-2020,lavallette,1
march-29-2020,lacey township,17
march-29-2020,lakewood township,272
march-29-2020,little egg harbor township,6
march-29-2020,long beach township,2
march-29-2020,manchester township,32
march-29-2020,ocean gate,1
march-29-2020,plumsted township,4
march-29-2020,point pleasant beach,2
march-29-2020,point pleasant,22
march-29-2020,seaside heights,2
march-29-2020,seaside park,1
march-29-2020,ship bottom,2
march-29-2020,south toms river,6
march-29-2020,surf city,1
march-29-2020,stafford township,8
march-29-2020,toms river,91
march-29-2020,bloomingdale,3
march-29-2020,clifton,65
march-29-2020,haledon,2
march-29-2020,hawthorne,11
march-29-2020,little falls,3
march-29-2020,north haledon,2
march-29-2020,passaic,36
march-29-2020,paterson,67
march-29-2020,pompton lakes,5
march-29-2020,prospect park,3
march-29-2020,ringwood,8
march-29-2020,totowa,4
march-29-2020,wanaque,9
march-29-2020,wayne,41
march-29-2020,west milford,8
march-29-2020,woodland park,9
march-29-2020,bedminster,7
march-29-2020,bernards township,18
march-29-2020,bernardsville,11
march-29-2020,bound brook,17
march-29-2020,branchburg,15
march-29-2020,bridgewater township,44
march-29-2020,green brook township,4
march-29-2020,hillsborough township,34
march-29-2020,manville,10
march-29-2020,montgomery,14
march-29-2020,north plainfield,16
march-29-2020,peapack and gladstone,2
march-29-2020,rocky hill,1
march-29-2020,raritan,3
march-29-2020,somerville,11
march-29-2020,south bound brook,4
march-29-2020,warren township,17
march-29-2020,watchung,12
march-29-2020,andover,1
march-29-2020,andover township,1
march-29-2020,branchville,2
march-29-2020,byram township,4
march-29-2020,frankford township,5
march-29-2020,fredon township,2
march-29-2020,green township,1
march-29-2020,hamburg,2
march-29-2020,hardyston township,7
march-29-2020,hopatcong,8
march-29-2020,lafayette township,1
march-29-2020,montague township,1
march-29-2020,newton,7
march-29-2020,ogdensburg,2
march-29-2020,sandyston township,1
march-29-2020,sparta township,16
march-29-2020,stanhope,3
march-29-2020,sussex,2
march-29-2020,vernon township,8
march-29-2020,wantage township,7
march-29-2020,allamuchy township,3
march-29-2020,frelinghuysen township,1
march-29-2020,hackettstown,5
march-29-2020,harmony township,3
march-29-2020,hope township,2
march-29-2020,independence township,4
march-29-2020,knowlton township,1
march-29-2020,liberty township,1
march-29-2020,lopatcong township,6
march-29-2020,mansfield township,3
march-29-2020,phillipsburg,7
march-29-2020,pohatcong township,1
march-29-2020,washington,5
march-29-2020,white township,1
march-30-2020,aberdeen township,10
march-30-2020,asbury park,6
march-30-2020,atlantic highlands,2
march-30-2020,belmar,2
march-30-2020,bradley beach,2
march-30-2020,brielle,4
march-30-2020,colts neck township,8
march-30-2020,eatontown,13
march-30-2020,englishtown,5
march-30-2020,fair haven,10
march-30-2020,farmingdale,1
march-30-2020,freehold township,28
march-30-2020,hazlet,17
march-30-2020,holmdel township,8
march-30-2020,howell township,14
march-30-2020,keansburg,2
march-30-2020,keyport,1
march-30-2020,lake como,1
march-30-2020,little silver,12
march-30-2020,long branch,7
march-30-2020,manalapan township,27
march-30-2020,manasquan,3
march-30-2020,marlboro township,29
march-30-2020,matawan,3
march-30-2020,middletown township,22
march-30-2020,millstone,2
march-30-2020,monmouth beach,2
march-30-2020,neptune township,1
march-30-2020,ocean township,4
march-30-2020,oceanport,4
march-30-2020,red bank,5
march-30-2020,rumson,5
march-30-2020,sea bright,1
march-30-2020,sea girt,3
march-30-2020,shrewsbury,1
march-30-2020,spring lake heights,1
march-30-2020,tinton falls,6
march-30-2020,union beach,1
march-30-2020,wall township,4
march-30-2020,upper freehold township,5
march-30-2020,west long branch,4
march-30-2020,boonton township,7
march-30-2020,butler,3
march-30-2020,chatham township,7
march-30-2020,chester township,11
march-30-2020,denville township,11
march-30-2020,dover,22
march-30-2020,east hanover township,17
march-30-2020,florham park,15
march-30-2020,hanover township,6
march-30-2020,harding township,5
march-30-2020,kinnelon,9
march-30-2020,lincoln park,9
march-30-2020,long hill township,4
march-30-2020,madison,16
march-30-2020,mendham township,8
march-30-2020,mine hill township,3
march-30-2020,montville,18
march-30-2020,morris plains,6
march-30-2020,morris township,23
march-30-2020,morristown,29
march-30-2020,mount arlington,1
march-30-2020,mount olive township,14
march-30-2020,netcong,1
march-30-2020,parsippany-troy hills,22
march-30-2020,pequannock township,15
march-30-2020,randolph,21
march-30-2020,riverdale,4
march-30-2020,rockaway,5
march-30-2020,rockaway township,7
march-30-2020,wharton,5
march-30-2020,barnegat township,20
march-30-2020,barnegat light,2
march-30-2020,bay head,1
march-30-2020,beach haven,1
march-30-2020,beachwood,7
march-30-2020,berkeley township,45
march-30-2020,brick township,81
march-30-2020,island heights,1
march-30-2020,jackson township,77
march-30-2020,lavallette,1
march-30-2020,lacey township,18
march-30-2020,lakehurst,1
march-30-2020,lakewood township,371
march-30-2020,little egg harbor township,7
march-30-2020,manchester township,33
march-30-2020,plumsted township,4
march-30-2020,point pleasant beach,3
march-30-2020,point pleasant,22
march-30-2020,seaside heights,4
march-30-2020,seaside park,1
march-30-2020,ship bottom,2
march-30-2020,south toms river,8
march-30-2020,surf city,1
march-30-2020,stafford township,11
march-30-2020,toms river,106
march-30-2020,bloomingdale,9
march-30-2020,clifton,107
march-30-2020,haledon,10
march-30-2020,hawthorne,27
march-30-2020,little falls,7
march-30-2020,north haledon,8
march-30-2020,passaic,85
march-30-2020,paterson,140
march-30-2020,pompton lakes,15
march-30-2020,prospect park,9
march-30-2020,ringwood,13
march-30-2020,totowa,6
march-30-2020,wanaque,26
march-30-2020,wayne,81
march-30-2020,west milford,18
march-30-2020,woodland park,15
march-30-2020,bedminster,7
march-30-2020,bernards township,22
march-30-2020,bernardsville,14
march-30-2020,bound brook,9
march-30-2020,branchburg,19
march-30-2020,bridgewater township,48
march-30-2020,franklin,4
march-30-2020,green brook township,7
march-30-2020,hillsborough township,35
march-30-2020,manville,14
march-30-2020,montgomery,14
march-30-2020,north plainfield,16
march-30-2020,peapack and gladstone,2
march-30-2020,raritan,4
march-30-2020,rocky hill,1
march-30-2020,somerville,13
march-30-2020,south bound brook,4
march-30-2020,warren township,20
march-30-2020,watchung,14
march-30-2020,andover,1
march-30-2020,andover township,1
march-30-2020,branchville,2
march-30-2020,byram township,4
march-30-2020,frankford township,5
march-30-2020,fredon township,2
march-30-2020,green township,1
march-30-2020,hamburg,2
march-30-2020,hampton,2
march-30-2020,hardyston township,7
march-30-2020,hopatcong,8
march-30-2020,lafayette township,1
march-30-2020,montague township,1
march-30-2020,newton,7
march-30-2020,ogdensburg,2
march-30-2020,sandyston township,1
march-30-2020,sparta township,16
march-30-2020,stanhope,3
march-30-2020,sussex,2
march-30-2020,vernon township,8
march-30-2020,wantage township,7
march-30-2020,allamuchy township,3
march-30-2020,belvidere,1
march-30-2020,frelinghuysen township,1
march-30-2020,greenwich township,7
march-30-2020,hackettstown,5
march-30-2020,harmony township,3
march-30-2020,hope township,2
march-30-2020,independence township,4
march-30-2020,knowlton township,1
march-30-2020,liberty township,2
march-30-2020,lopatcong township,9
march-30-2020,mansfield township,6
march-30-2020,phillipsburg,9
march-30-2020,pohatcong township,1
march-30-2020,washington,6
march-30-2020,washington township,1
march-30-2020,white township,1
march-31-2020,allendale,8
march-31-2020,alpine,6
march-31-2020,bergenfield,134
march-31-2020,bogota,36
march-31-2020,carlstadt,18
march-31-2020,cliffside park,56
march-31-2020,closter,16
march-31-2020,cresskill,16
march-31-2020,demarest,12
march-31-2020,dumont,55
march-31-2020,east rutherford,17
march-31-2020,edgewater,29
march-31-2020,elmwood park,55
march-31-2020,emerson,11
march-31-2020,englewood,157
march-31-2020,englewood cliffs,9
march-31-2020,fair lawn,110
march-31-2020,fairview,33
march-31-2020,fort lee,82
march-31-2020,franklin lakes,29
march-31-2020,garfield,71
march-31-2020,glen rock,25
march-31-2020,hackensack,136
march-31-2020,harrington park,4
march-31-2020,hasbrouck heights,38
march-31-2020,haworth,6
march-31-2020,hillsdale,24
march-31-2020,ho-ho-kus,11
march-31-2020,leonia,19
march-31-2020,little ferry,31
march-31-2020,lodi,79
march-31-2020,lyndhurst,49
march-31-2020,mahwah,45
march-31-2020,maywood,21
march-31-2020,midland park,7
march-31-2020,montvale,24
march-31-2020,moonachie,13
march-31-2020,new milford,72
march-31-2020,north arlington,28
march-31-2020,northvale,7
march-31-2020,norwood,16
march-31-2020,oakland,25
march-31-2020,old tappan,18
march-31-2020,oradell,28
march-31-2020,palisades park,32
march-31-2020,paramus,73
march-31-2020,park ridge,13
march-31-2020,ramsey,19
march-31-2020,ridgefield,21
march-31-2020,ridgefield park,37
march-31-2020,ridgewood,64
march-31-2020,river edge,29
march-31-2020,river vale,15
march-31-2020,rochelle park,14
march-31-2020,rockleigh,1
march-31-2020,rutherford,27
march-31-2020,saddle brook,42
march-31-2020,saddle river,7
march-31-2020,south hackensack,15
march-31-2020,teaneck,302
march-31-2020,tenafly,32
march-31-2020,teterboro,1
march-31-2020,upper saddle river,25
march-31-2020,waldwick,23
march-31-2020,wallington,14
march-31-2020,washington township,1
march-31-2020,westwood,23
march-31-2020,wood-ridge,27
march-31-2020,woodcliff lake,19
march-31-2020,wyckoff,27
march-31-2020,beverly,2
march-31-2020,bordentown township,8
march-31-2020,burlington,1
march-31-2020,burlington township,12
march-31-2020,chesterfield township,3
march-31-2020,cinnaminson township,4
march-31-2020,delanco township,3
march-31-2020,delran township,4
march-31-2020,eastampton township,1
march-31-2020,edgewater park,2
march-31-2020,evesham township,18
march-31-2020,florence township,3
march-31-2020,hainesport township,2
march-31-2020,lumberton township,6
march-31-2020,mansfield township,6
march-31-2020,maple shade township,6
march-31-2020,medford,2
march-31-2020,medford lakes,1
march-31-2020,moorestown,10
march-31-2020,mount holly,4
march-31-2020,mount laurel,21
march-31-2020,new hanover township,1
march-31-2020,pemberton,1
march-31-2020,pemberton township,15
march-31-2020,riverton,7
march-31-2020,shamong township,2
march-31-2020,southampton township,1
march-31-2020,tabernacle township,2
march-31-2020,westampton township,1
march-31-2020,willingboro township,15
march-31-2020,audubon,1
march-31-2020,barrington,4
march-31-2020,bellmawr,3
march-31-2020,berlin township,1
march-31-2020,brooklawn,1
march-31-2020,camden,12
march-31-2020,cherry hill,55
march-31-2020,chesilhurst,1
march-31-2020,collingswood,3
march-31-2020,gloucester township,28
march-31-2020,haddon heights,2
march-31-2020,haddon township,7
march-31-2020,haddonfield,4
march-31-2020,lawnside,1
march-31-2020,lindenwold,7
march-31-2020,magnolia,2
march-31-2020,merchantville,2
march-31-2020,oaklyn,2
march-31-2020,pennsauken township,16
march-31-2020,pine hill,4
march-31-2020,runnemede,1
march-31-2020,somerdale,3
march-31-2020,voorhees township,13
march-31-2020,waterford township,3
march-31-2020,winslow township,24
march-31-2020,woodlynne,1
march-31-2020,avalon,1
march-31-2020,cape may,3
march-31-2020,lower township,5
march-31-2020,middle township,3
march-31-2020,north wildwood,1
march-31-2020,ocean township,4
march-31-2020,sea isle city,1
march-31-2020,upper township,1
march-31-2020,wildwood,2
march-31-2020,wildwood crest,1
march-31-2020,bridgeton,1
march-31-2020,deerfield township,1
march-31-2020,lawrence township,1
march-31-2020,millville,1
march-31-2020,vineland,7
march-31-2020,belleville,135
march-31-2020,bloomfield,115
march-31-2020,caldwell,15
march-31-2020,cedar grove,25
march-31-2020,east orange,205
march-31-2020,essex fells,7
